gid,role,role_score,cluster_id,priority_score,evidence,is_seed,depth,truncated,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,hold_median_days,seed_reach,n_seed_payers,betweenness,sync_max_payers,in_cycle,inflow_outside_sample
100000000307908100,peripheral,1.0,35,0.2236,"Признаков роли нет: связи 1 вх./0 исх., оборот 5 тыс. ₸",False,2,False,1,0,5000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000331309100,distributor,1.0,7,0.9234,"Признаки веерной раздачи: 99 получателей, отправлено 23,0 млн ₸; в ядре-кольце из 85; синхронный сбор: 3 плат. в 1 день; блокировка отсекает 34,5 млн ₸",False,2,False,5,99,984635.0,23001375.0,8,126,23.3603,0.0,7,0,0.004557,3,True,True
100000000332284100,consolidator,1.0,1,0.9216,"Признаки консолидации: 10 плательщиков (курьеров: 0), вход 107 тыс. ₸, дальше 3 получ., отдал больше, чем видно входящих; синхронный сбор: 3 плат. в 1 день; блокировка отсекает 730 тыс. ₸",False,2,False,10,3,107426.0,289500.0,12,3,2.6949,4.0,7,0,0.000109,3,False,True
100000000343175100,coordinator,0.78,15,0.3965,"Кандидат в координаторы: собирает от 8 плательщиков (179 тыс. ₸) и раздаёт 31 получателю (4,0 млн ₸)",True,0,False,8,31,178712.0,4000039.0,14,33,,0.0,7,1,0.001095,2,False,False
100000000369781100,peripheral,1.0,7,0.2236,Граница выборки (4-е колено): исходящие не видны; получено 5 тыс. ₸ от 1 плательщика,False,4,True,1,0,5000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000375150100,peripheral,1.0,32,0.3032,Граница выборки (4-е колено): исходящие не видны; получено 300 тыс. ₸ от 1 плательщика,False,4,True,1,0,300000.0,0.0,1,0,0.0,,10,0,0.0,1,False,False
100000000404740100,peripheral,1.0,27,0.2497,Граница выборки (4-е колено): исходящие не видны; получено 25 тыс. ₸ от 1 плательщика,False,4,True,1,0,25000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000408846100,peripheral,1.0,28,0.2614,"Признаков роли нет: связи 1 вх./0 исх., оборот 40 тыс. ₸",False,3,False,1,0,40500.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000413678100,transit,1.0,17,0.8067,Признаки транзита: ушло 528 тыс. ₸ при видимом входе 306 тыс. ₸ за ~0 дн. — приток вне выборки; блокировка отсекает 835 тыс. ₸,False,3,False,2,3,306500.0,528198.0,2,18,1.7233,0.0,7,0,5.8e-05,2,False,True
100000000424935100,peripheral,1.0,20,0.2366,Граница выборки (4-е колено): исходящие не видны; получено 15 тыс. ₸ от 1 плательщика,False,4,True,1,0,15000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000425407100,peripheral,1.0,3,0.2437,"Признаков роли нет: связи 1 вх./0 исх., оборот 20 тыс. ₸",False,2,False,1,0,20000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000437046100,coordinator,1.0,3,0.999,"Кандидат в координаторы: собирает от 9 плательщиков (1,1 млн ₸) и раздаёт 42 получателям (7,6 млн ₸); в ядре-кольце из 85; синхронный сбор: 3 плат. в 1 день; блокировка отсекает 9,2 млн ₸",False,2,False,9,42,1107200.0,7606224.0,20,73,6.8698,0.0,7,0,0.002197,3,True,True
100000000440392100,peripheral,1.0,2,0.2842,"Признаков роли нет: связи 1 вх./0 исх., оборот 106 тыс. ₸",False,1,False,1,0,105705.0,0.0,4,0,0.0,,7,1,0.0,1,False,False
100000000456947100,peripheral,1.0,0,0.0,Нет переводов ≥5 тыс. ₸ внутри банка за июль; курьер из исходного списка,True,0,False,0,0,0.0,0.0,0,0,,,0,0,0.0,0,False,False
100000000470237100,peripheral,1.0,20,0.2571,Граница выборки (4-е колено): исходящие не видны; получено 32 тыс. ₸ от 1 плательщика,False,4,True,1,0,32500.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000481716100,peripheral,1.0,9,0.2275,"Признаков роли нет: связи 1 вх./0 исх., оборот 8 тыс. ₸",False,3,False,1,0,8000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000489417100,transit,1.0,1,0.7328,"Признаки транзита: пришло 74 тыс. ₸, ушло 109% за ~0 дн.; связи 3→1; блокировка отсекает 154 тыс. ₸",False,2,False,3,1,73504.0,80000.0,3,1,1.0884,0.0,7,0,1.4e-05,2,False,False
100000000490383100,peripheral,1.0,2,0.6367,"Признаков роли нет: связи 3 вх./8 исх., оборот 461 тыс. ₸; блокировка отсекает 644 тыс. ₸",False,2,False,3,8,62600.0,461375.0,3,9,7.3702,8.0,7,0,5.2e-05,1,False,True
100000000500040100,peripheral,1.0,10,0.2437,Граница выборки (4-е колено): исходящие не видны; получено 20 тыс. ₸ от 1 плательщика,False,4,True,1,0,20000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000507799100,transit,0.96,2,0.6221,Признаки транзита: ушло 8 тыс. ₸ при видимом входе 5 тыс. ₸ за ~3 дн. — приток вне выборки; блокировка отсекает 148 тыс. ₸,False,1,False,1,1,5132.0,8000.0,1,1,1.5588,3.0,7,1,0.000115,1,False,True
100000000533217100,peripheral,1.0,1,0.2696,"Признаков роли нет: связи 1 вх./0 исх., оборот 54 тыс. ₸",False,2,False,1,0,53587.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000534581100,peripheral,1.0,1,0.5336,"Признаков роли нет: связи 2 вх./1 исх., оборот 56 тыс. ₸",False,3,False,2,1,55960.0,40000.0,2,1,0.7148,5.0,7,0,1.9e-05,1,False,False
100000000542087100,peripheral,1.0,7,0.228,Граница выборки (4-е колено): исходящие не видны; получено 9 тыс. ₸ от 1 плательщика,False,4,True,1,0,8506.91,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000552584100,peripheral,1.0,25,0.5079,"Признаков роли нет: связи 1 вх./1 исх., оборот 2,5 млн ₸; блокировка отсекает 2,6 млн ₸",False,3,False,1,1,2500000.0,57500.0,3,1,0.023,4.0,2,0,0.0,1,True,False
100000000555721100,peripheral,1.0,1,0.3531,"Признаков роли нет: связи 2 вх./0 исх., оборот 113 тыс. ₸",False,1,False,2,0,113000.0,0.0,3,0,0.0,,7,1,0.0,2,False,False
100000000557536100,peripheral,1.0,7,0.2906,Граница выборки (4-е колено): исходящие не видны; получено 153 тыс. ₸ от 1 плательщика,False,4,True,1,0,153000.0,0.0,7,0,0.0,,7,0,0.0,1,False,False
100000000560751100,peripheral,1.0,1,0.2497,"Признаков роли нет: связи 1 вх./0 исх., оборот 25 тыс. ₸",False,3,False,1,0,25000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000561160100,peripheral,1.0,3,0.2988,Граница выборки (4-е колено): исходящие не видны; получено 240 тыс. ₸ от 1 плательщика,False,4,True,1,0,240000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000569479100,terminal,1.0,3,0.4294,"Деньги оседают: получено 320 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,320000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000572276100,peripheral,1.0,6,0.4351,"Признаков роли нет: связи 1 вх./1 исх., оборот 35 тыс. ₸",False,3,False,1,1,13075.0,34547.0,1,1,2.6422,13.0,1,0,1e-06,1,False,True
100000000580561100,peripheral,1.0,36,0.2228,"Признаков роли нет: связи 2 вх./3 исх., оборот 1,5 млн ₸; курьер из исходного списка",True,0,False,2,3,27980.0,1488077.0,3,13,,0.0,0,0,1e-06,1,True,False
100000000581662100,peripheral,1.0,13,0.2457,Граница выборки (4-е колено): исходящие не видны; получено 21 тыс. ₸ от 1 плательщика,False,4,True,1,0,21160.0,0.0,1,0,0.0,,2,0,0.0,1,False,False
100000000581682100,peripheral,1.0,20,0.2236,Граница выборки (4-е колено): исходящие не видны; получено 5 тыс. ₸ от 1 плательщика,False,4,True,1,0,5000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000583220100,transit,1.0,19,0.7306,Признаки транзита: ушло 761 тыс. ₸ при видимом входе 5 тыс. ₸ за ~2 дн. — приток вне выборки; блокировка отсекает 766 тыс. ₸,False,3,False,1,1,5000.0,761255.0,1,4,152.251,2.0,7,0,2e-05,1,False,True
100000000594783100,peripheral,1.0,25,0.5092,"Признаков роли нет: связи 1 вх./2 исх., оборот 2,6 млн ₸; блокировка отсекает 2,8 млн ₸",False,3,False,1,2,2635000.0,152500.0,10,2,0.0579,1.0,2,0,0.0,1,True,False
100000000596954100,peripheral,1.0,8,0.5088,"Признаков роли нет: связи 1 вх./2 исх., оборот 120 тыс. ₸; блокировка отсекает 190 тыс. ₸",False,2,False,1,2,120000.0,48100.0,1,2,0.4008,2.0,10,0,4.8e-05,1,False,False
100000000600707100,peripheral,1.0,34,0.2793,Граница выборки (4-е колено): исходящие не видны; получено 89 тыс. ₸ от 1 плательщика,False,4,True,1,0,89000.0,0.0,2,0,0.0,,1,0,0.0,1,False,False
100000000607731100,peripheral,1.0,29,0.4573,"Признаков роли нет: связи 1 вх./1 исх., оборот 67 тыс. ₸",False,1,False,1,1,20000.0,66666.0,1,1,3.3333,,1,1,1e-06,1,False,True
100000000607941100,transit,1.0,2,0.7338,Признаки транзита: ушло 70 тыс. ₸ при видимом входе 50 тыс. ₸ за ~0 дн. — приток вне выборки; блокировка отсекает 147 тыс. ₸,False,2,False,2,1,50000.0,70000.0,3,4,1.4,0.0,7,0,5.8e-05,1,True,True
100000000608031100,peripheral,1.0,18,0.2549,Граница выборки (4-е колено): исходящие не видны; получено 30 тыс. ₸ от 1 плательщика,False,4,True,1,0,30000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000611474100,peripheral,1.0,24,0.2568,"Признаков роли нет: связи 1 вх./0 исх., оборот 32 тыс. ₸",False,3,False,1,0,32000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000625169100,peripheral,1.0,5,0.2304,"Признаков роли нет: связи 1 вх./0 исх., оборот 10 тыс. ₸",False,2,False,1,0,10000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000627521100,peripheral,1.0,7,0.2263,Граница выборки (4-е колено): исходящие не видны; получено 6 тыс. ₸ от 1 плательщика,False,4,True,1,0,6500.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000629812100,peripheral,1.0,8,0.3137,"Признаков роли нет: связи 2 вх./0 исх., оборот 22 тыс. ₸",False,2,False,2,0,22000.0,0.0,2,0,0.0,,10,0,0.0,1,False,False
100000000634341100,peripheral,1.0,3,0.2483,Граница выборки (4-е колено): исходящие не видны; получено 24 тыс. ₸ от 1 плательщика,False,4,True,1,0,24000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000000640800100,transit,1.0,17,0.7394,Признаки транзита: ушло 518 тыс. ₸ при видимом входе 80 тыс. ₸ за ~0 дн. — приток вне выборки; блокировка отсекает 598 тыс. ₸,False,3,False,1,4,80000.0,518135.0,1,6,6.4767,0.0,7,0,0.000145,1,False,True
100000000646541100,peripheral,1.0,1,0.3303,"Признаков роли нет: связи 3 вх./0 исх., оборот 25 тыс. ₸",False,2,False,3,0,25300.0,0.0,4,0,0.0,,7,0,0.0,1,False,False
100000000655469100,peripheral,1.0,21,0.2437,Граница выборки (4-е колено): исходящие не видны; получено 20 тыс. ₸ от 1 плательщика,False,4,True,1,0,20000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000000656682100,peripheral,1.0,10,0.4906,"Признаков роли нет: связи 1 вх./2 исх., оборот 80 тыс. ₸; блокировка отсекает 151 тыс. ₸",False,3,False,1,2,71000.0,80000.0,1,3,1.1268,5.0,7,0,3.8e-05,1,False,False
100000000661131100,peripheral,1.0,6,0.2379,"Признаков роли нет: связи 1 вх./0 исх., оборот 16 тыс. ₸",False,3,False,1,0,15600.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000661912100,transit,0.8,3,0.8251,"Признаки транзита: пришло 393 тыс. ₸, ушло 110% за ~0 дн.; связи 5→2; в ядре-кольце из 85; блокировка отсекает 856 тыс. ₸",False,1,False,5,2,393036.0,430700.0,9,8,1.0958,0.0,7,1,0.001334,2,True,False
100000000667713100,peripheral,1.0,2,0.5839,"Признаков роли нет: связи 2 вх./6 исх., оборот 119 тыс. ₸; в ядре-кольце из 85; блокировка отсекает 199 тыс. ₸",False,1,False,2,6,119495.0,79236.0,10,7,0.6631,9.0,7,1,0.00014,1,True,False
100000000673868100,peripheral,1.0,13,0.5852,"Признаков роли нет: связи 1 вх./5 исх., оборот 2,0 млн ₸; блокировка отсекает 2,4 млн ₸",False,3,False,1,5,2030650.0,383000.0,5,19,0.1886,0.0,7,0,4.1e-05,1,True,False
100000000673915100,peripheral,1.0,7,0.2449,Граница выборки (4-е колено): исходящие не видны; получено 20 тыс. ₸ от 1 плательщика,False,4,True,1,0,20200.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000703894100,peripheral,1.0,29,0.4809,"Признаков роли нет: связи 1 вх./1 исх., оборот 120 тыс. ₸; блокировка отсекает 155 тыс. ₸",False,1,False,1,1,120000.0,35000.0,1,1,0.2917,,1,1,1e-06,1,False,False
100000000703902100,peripheral,1.0,5,0.2508,"Признаков роли нет: связи 1 вх./0 исх., оборот 25 тыс. ₸",False,1,False,1,0,25499.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000000704700100,peripheral,1.0,26,0.2304,Граница выборки (4-е колено): исходящие не видны; получено 10 тыс. ₸ от 1 плательщика,False,4,True,1,0,10000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000706545100,peripheral,1.0,2,0.6433,"Признаков роли нет: связи 3 вх./1 исх., оборот 1,1 млн ₸; блокировка отсекает 1,1 млн ₸",False,1,False,3,1,1070300.0,75800.0,8,3,0.0708,11.0,7,1,2e-05,1,True,False
100000000718427100,peripheral,1.0,5,0.2257,"Признаков роли нет: связи 1 вх./0 исх., оборот 6 тыс. ₸",False,2,False,1,0,6000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000723383100,peripheral,1.0,21,0.5261,"Признаков роли нет: связи 1 вх./2 исх., оборот 75 тыс. ₸; блокировка отсекает 475 тыс. ₸",False,2,False,1,2,6800.0,75000.0,1,2,11.0294,,7,0,0.000239,1,False,True
100000000724540100,peripheral,1.0,4,0.49,"Признаков роли нет: связи 1 вх./1 исх., оборот 100 тыс. ₸; блокировка отсекает 150 тыс. ₸",False,2,False,1,1,50000.0,100000.0,1,1,2.0,,8,0,2e-05,1,False,True
100000000733373100,peripheral,1.0,2,0.2321,"Признаков роли нет: связи 1 вх./0 исх., оборот 11 тыс. ₸",False,2,False,1,0,10710.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000733451100,peripheral,1.0,32,0.5338,"Признаков роли нет: связи 1 вх./1 исх., оборот 300 тыс. ₸; блокировка отсекает 370 тыс. ₸",False,3,False,1,1,70000.0,300000.0,2,1,4.2857,,10,0,2.5e-05,1,False,True
100000000733940100,peripheral,1.0,30,0.3147,Граница выборки (4-е колено): исходящие не видны; получено 752 тыс. ₸ от 1 плательщика,False,4,True,1,0,752000.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000000737152100,peripheral,1.0,3,0.2584,Граница выборки (4-е колено): исходящие не видны; получено 35 тыс. ₸ от 1 плательщика,False,4,True,1,0,35000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000749118100,peripheral,1.0,10,0.4164,"Признаков роли нет: связи 1 вх./1 исх., оборот 16 тыс. ₸",False,3,False,1,1,10330.0,16500.0,1,1,1.5973,19.0,7,0,1.9e-05,1,False,True
100000000764836100,peripheral,1.0,3,0.527,"Признаков роли нет: связи 1 вх./2 исх., оборот 252 тыс. ₸; блокировка отсекает 302 тыс. ₸",False,3,False,1,2,251716.0,50000.0,1,2,0.1986,0.0,7,0,3.8e-05,1,False,False
100000000765628100,peripheral,1.0,2,0.2236,"Признаков роли нет: связи 1 вх./0 исх., оборот 5 тыс. ₸",False,2,False,1,0,5000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000769919100,terminal,1.0,44,0.4248,"Деньги оседают: получено 250 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,2,False,1,0,250000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000782285100,peripheral,1.0,19,0.2261,"Признаков роли нет: связи 1 вх./0 исх., оборот 6 тыс. ₸",False,3,False,1,0,6151.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000783406100,peripheral,1.0,33,0.226,"Признаков роли нет: связи 1 вх./0 исх., оборот 6 тыс. ₸",False,3,False,1,0,6066.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000785800100,transit,1.0,42,0.5327,"Признаки транзита: пришло 19 тыс. ₸, ушло 100% за ~0 дн.; связи 1→1",False,2,False,1,1,19000.0,19000.0,1,1,1.0,0.0,1,0,0.0,1,True,False
100000000790311100,peripheral,1.0,2,0.2641,"Признаков роли нет: связи 1 вх./0 исх., оборот 46 тыс. ₸",False,2,False,1,0,46300.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000791285100,peripheral,1.0,28,0.5767,"Признаков роли нет: связи 1 вх./3 исх., оборот 1,1 млн ₸; блокировка отсекает 1,8 млн ₸",False,3,False,1,3,1120000.0,650000.0,2,3,0.5804,0.0,7,0,3.9e-05,1,True,False
100000000795033100,peripheral,1.0,10,0.2418,"Признаков роли нет: связи 1 вх./0 исх., оборот 18 тыс. ₸",False,2,False,1,0,18200.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000795129100,terminal,1.0,2,0.4297,"Деньги оседают: получено 332 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,2,False,1,0,332000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000795374100,peripheral,1.0,3,0.2672,"Признаков роли нет: связи 1 вх./0 исх., оборот 50 тыс. ₸",False,3,False,1,0,50000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000802149100,peripheral,1.0,3,0.2839,"Признаков роли нет: связи 1 вх./0 исх., оборот 104 тыс. ₸",False,3,False,1,0,104128.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000803368100,peripheral,1.0,12,0.2884,Граница выборки (4-е колено): исходящие не видны; получено 140 тыс. ₸ от 1 плательщика,False,4,True,1,0,139503.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000806727100,peripheral,1.0,17,0.3816,"Признаков роли нет: связи 1 вх./1 исх., оборот 45 тыс. ₸",False,2,False,1,1,45000.0,5000.0,1,1,0.1111,21.0,11,0,0.0,1,False,False
100000000810551100,peripheral,1.0,8,0.5326,"Признаков роли нет: связи 1 вх./1 исх., оборот 100 тыс. ₸; блокировка отсекает 625 тыс. ₸",False,1,False,1,1,100000.0,7100.0,1,1,0.071,,10,1,7.8e-05,1,False,False
100000000817146100,peripheral,1.0,2,0.275,"Признаков роли нет: связи 1 вх./0 исх., оборот 70 тыс. ₸",False,1,False,1,0,70020.0,0.0,1,0,0.0,,9,1,0.0,1,False,False
100000000821507100,terminal,1.0,13,0.4325,"Деньги оседают: получено 400 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,2,False,1,0,400000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000831684100,transit,1.0,16,0.5643,Признаки транзита: ушло 50 тыс. ₸ при видимом входе 15 тыс. ₸ за ~0 дн. — приток вне выборки,False,2,False,1,1,15000.0,50000.0,2,3,3.3333,0.0,1,0,0.0,1,True,True
100000000838385100,peripheral,1.0,20,0.5479,"Признаков роли нет: связи 1 вх./2 исх., оборот 437 тыс. ₸; блокировка отсекает 614 тыс. ₸",False,3,False,1,2,436900.0,177500.0,8,6,0.4063,1.0,7,0,2.2e-05,1,True,False
100000000850297100,transit,1.0,11,0.5295,"Признаки транзита: пришло 18 тыс. ₸, ушло 100% за ~0 дн.; связи 1→1",False,2,False,1,1,17520.0,17520.0,1,1,1.0,0.0,1,0,0.0,1,True,False
100000000860514100,peripheral,1.0,27,0.4602,"Признаков роли нет: связи 1 вх./1 исх., оборот 50 тыс. ₸",False,3,False,1,1,12000.0,50000.0,1,1,4.1667,11.0,7,0,2e-05,1,False,True
100000000861294100,peripheral,1.0,9,0.29,"Признаков роли нет: связи 1 вх./0 исх., оборот 150 тыс. ₸",False,2,False,1,0,150000.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000870121100,peripheral,1.0,19,0.2331,"Признаков роли нет: связи 1 вх./0 исх., оборот 12 тыс. ₸",False,3,False,1,0,12000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000878006100,peripheral,1.0,7,0.2648,"Признаков роли нет: связи 1 вх./0 исх., оборот 47 тыс. ₸",False,3,False,1,0,47003.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000896111100,terminal,1.0,25,0.4274,"Деньги оседают: получено 287 тыс. ₸ от 1 плательщика, исходящих ≥5 тыс. ₸ нет (узел раскрыт обходом)",False,3,False,1,0,287100.0,0.0,1,0,0.0,,1,0,0.0,1,False,False
100000000907277100,peripheral,1.0,5,0.2404,"Признаков роли нет: связи 1 вх./0 исх., оборот 18 тыс. ₸",False,1,False,1,0,17534.0,0.0,1,0,0.0,,1,1,0.0,1,False,False
100000000910216100,peripheral,1.0,1,0.4989,"Признаков роли нет: связи 1 вх./1 исх., оборот 71 тыс. ₸; блокировка отсекает 123 тыс. ₸",False,2,False,1,1,71000.0,52010.0,3,1,0.7325,8.0,7,0,0.00048,1,False,False
100000000912487100,peripheral,1.0,1,0.2304,"Признаков роли нет: связи 1 вх./0 исх., оборот 10 тыс. ₸",False,2,False,1,0,10000.0,0.0,1,0,0.0,,9,0,0.0,1,False,False
100000000913911100,transit,0.96,8,0.7986,"Признаки транзита: ушло 600 тыс. ₸ при видимом входе 467 тыс. ₸ за ~3 дн. — приток вне выборки; блокировка отсекает 1,1 млн ₸",False,2,False,2,1,467000.0,600000.0,2,1,1.2848,3.0,7,0,1.9e-05,2,False,True
100000000917179100,peripheral,1.0,12,0.2807,"Признаков роли нет: связи 1 вх./0 исх., оборот 94 тыс. ₸",False,2,False,1,0,94465.0,0.0,2,0,0.0,,7,0,0.0,1,False,False
100000000922570100,peripheral,1.0,16,0.4514,"Признаков роли нет: связи 1 вх./1 исх., оборот 50 тыс. ₸",False,1,False,1,1,47101.0,50000.0,1,1,1.0615,,1,1,0.0,1,False,False
100000000926078100,peripheral,1.0,3,0.2996,Граница выборки (4-е колено): исходящие не видны; получено 250 тыс. ₸ от 1 плательщика,False,4,True,1,0,250000.0,0.0,1,0,0.0,,7,0,0.0,1,False,False
100000000926766100,peripheral,1.0,27,0.3521,"Признаков роли нет: связи 1 вх./1 исх., оборот 19 тыс. ₸",False,3,False,1,1,18750.0,6000.0,1,1,0.32,0.0,7,0,0.0,1,True,False
100000000933075100,transit,1.0,16,0.6474,Признаки транзита: ушло 55 тыс. ₸ при видимом входе 40 тыс. ₸ за ~0 дн. — приток вне выборки,False,3,False,1,2,40000.0,55000.0,1,2,1.375,0.0,8,0,2.1e-05,1,True,True
